customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13035,74,2,"921,88",3,2,3,323,At Risk
13037,138,3,"881,07",2,3,3,233,At Risk
13038,80,3,"908,46",2,3,3,233,At Risk
13040,9,2,"676,99",5,2,3,523,Potential Loyalists
13043,273,1,"516,42",1,1,2,112,Nearly Lost
13044,291,1,"560,47",1,1,3,113,Nearly Lost
13045,99,1,"305,28",2,1,2,212,Nearly Lost
13046,31,2,"629,31",4,2,3,423,Potential Loyalists
13047,57,9,"3232,59",3,4,5,345,At Risk
13048,14,4,"1819,41",5,3,4,534,Loyal
13049,64,2,"656,68",3,2,3,323,At Risk
13050,15,17,"5833,11",5,5,5,555,Champions
13052,212,1,"348,15",1,1,2,112,Nearly Lost
13055,78,3,"1214,41",2,3,4,234,At Risk
13058,25,3,"271,4",4,3,2,432,Mass Customers
13059,250,1,"183,4",1,1,1,111,Nearly Lost
13060,254,1,"307,53",1,1,2,112,Nearly Lost
13061,72,1,"248,61",3,1,1,311,Mass Customers
13062,191,1,"286,5",1,1,2,112,Nearly Lost
13064,13,4,"1105,59",5,3,4,534,Loyal
13065,373,1,"205,86",1,1,1,111,Nearly Lost
13066,24,2,"470,8",4,2,2,422,Potential Loyalists
13067,82,1,"115,46",2,1,1,211,Nearly Lost
13068,10,2,"344,0",5,2,2,522,Potential Loyalists
13069,1,24,"4006,64",5,5,5,555,Champions
13070,192,1,"228,8",1,1,1,111,Nearly Lost
13072,267,1,"177,15",1,1,1,111,Nearly Lost
13075,130,1,"919,61",2,1,3,213,Nearly Lost
13077,1,4,"728,02",5,3,3,533,Loyal
13078,3,26,"11341,94",5,5,5,555,Champions
13079,4,5,"220,1",5,4,1,541,Mass Customers
13080,179,1,"58,08",2,1,1,211,Nearly Lost
13081,12,11,"28242,66",5,5,5,555,Champions
13082,126,9,"1980,91",2,4,4,244,At Risk
13083,4,2,"303,75",5,2,2,522,Potential Loyalists
13085,158,2,"416,08",2,2,2,222,At Risk
13089,3,96,"55890,16",5,5,5,555,Champions
13090,9,13,"8895,82",5,5,5,555,Champions
13091,28,1,"345,82",4,1,2,412,Potential Loyalists
13092,71,5,"473,83",3,4,2,342,At Risk
13093,276,8,"7741,75",1,4,5,145,Sleeping
13094,21,12,"1622,04",4,5,4,454,Champions
13095,71,1,"74,4",3,1,1,311,Mass Customers
13097,33,10,"6003,22",4,5,5,455,Champions
13098,1,28,"26489,4",5,5,5,555,Champions
13101,234,1,"101,19",1,1,1,111,Nearly Lost
13102,1,24,"6166,33",5,5,5,555,Champions
13103,40,1,"243,94",3,1,1,311,Mass Customers
13104,3,6,"1098,48",5,4,4,544,Champions
13106,133,1,"76,5",2,1,1,211,Nearly Lost
13107,44,4,"1531,62",3,3,4,334,At Risk
13108,373,1,"350,06",1,1,2,112,Nearly Lost
13109,60,2,"786,54",3,2,3,323,At Risk
13110,31,7,"1488,67",4,4,4,444,Champions
13113,1,24,"10545,96",5,5,5,555,Champions
13115,12,4,"2294,78",5,3,4,534,Loyal
13116,138,1,"501,14",2,1,2,212,Nearly Lost
13117,22,8,"982,99",4,4,3,443,Loyal
13118,20,5,"1197,81",4,4,4,444,Champions
13120,239,1,"30,6",1,1,1,111,Nearly Lost
13121,269,1,"283,73",1,1,2,112,Nearly Lost
13122,94,2,"922,39",2,2,3,223,At Risk
13124,90,3,"3756,33",2,3,5,235,At Risk
13126,5,8,"2094,24",5,4,4,544,Champions
13127,78,1,"259,17",2,1,2,212,Nearly Lost
13130,94,1,"64,0",2,1,1,211,Nearly Lost
13131,23,3,"1073,3",4,3,4,434,Loyal
13132,262,1,"77,3",1,1,1,111,Nearly Lost
13133,274,2,"109,8",1,2,1,121,Nearly Lost
13134,86,4,"1793,58",2,3,4,234,At Risk
13136,56,5,"2607,61",3,4,5,345,At Risk
13137,11,8,"3603,29",5,4,5,545,Champions
13138,22,6,"962,39",4,4,3,443,Loyal
13139,16,7,"5064,94",4,4,5,445,Champions
13140,108,3,"422,47",2,3,2,232,At Risk
13141,85,5,"2388,75",2,4,4,244,At Risk
13142,19,1,"307,09",4,1,2,412,Potential Loyalists
13144,333,1,"110,95",1,1,1,111,Nearly Lost
13145,40,3,"323,52",3,3,2,332,At Risk
13146,26,1,"228,91",4,1,1,411,Mass Customers
13147,10,4,"712,8",5,3,3,533,Loyal
13148,29,12,"3683,26",4,5,5,455,Champions
13149,14,4,"1676,06",5,3,4,534,Loyal
13151,296,1,"1257,87",1,1,4,114,Nearly Lost
13153,6,1,"486,22",5,1,2,512,Potential Loyalists
13155,33,4,"971,76",4,3,3,433,Loyal
13157,49,4,"1741,22",3,3,4,334,At Risk
13158,95,4,"1201,06",2,3,4,234,At Risk
13159,9,4,"1429,35",5,3,4,534,Loyal
13160,22,1,"91,8",4,1,1,411,Mass Customers
13161,313,1,"112,75",1,1,1,111,Nearly Lost
13162,122,4,"1688,29",2,3,4,234,At Risk
13165,46,2,"1021,48",3,2,4,324,At Risk
13166,283,1,"417,2",1,1,2,112,Nearly Lost
13167,19,4,"737,57",4,3,3,433,Loyal
13168,36,4,"1299,59",3,3,4,334,At Risk
13169,64,2,"712,88",3,2,3,323,At Risk
13170,27,1,"108,81",4,1,1,411,Mass Customers
13171,22,3,"468,41",4,3,2,432,Mass Customers
13173,4,2,"353,65",5,2,2,522,Potential Loyalists
13174,16,3,"2738,82",4,3,5,435,Loyal
13176,46,1,"481,49",3,1,2,312,Mass Customers
13177,65,1,"282,45",3,1,2,312,Mass Customers
13178,26,11,"5725,47",4,5,5,455,Champions
13182,45,1,"121,18",3,1,1,311,Mass Customers
13183,8,9,"3957,78",5,4,5,545,Champions
13184,15,10,"1647,79",5,5,4,554,Champions
13185,268,1,"71,4",1,1,1,111,Nearly Lost
13186,40,3,"1571,89",3,3,4,334,At Risk
13187,337,1,"236,02",1,1,1,111,Nearly Lost
13188,11,1,"114,6",5,1,1,511,Mass Customers
13189,19,2,"256,68",4,2,2,422,Potential Loyalists
13192,95,2,"911,94",2,2,3,223,At Risk
13193,61,1,"112,08",3,1,1,311,Mass Customers
13194,136,1,"60,7",2,1,1,211,Nearly Lost
13196,11,4,"1797,78",5,3,4,534,Loyal
13198,10,6,"3401,24",5,4,5,545,Champions
13199,4,35,"7357,24",5,5,5,555,Champions
13200,19,4,"870,09",4,3,3,433,Loyal
13203,10,4,"869,46",5,3,3,533,Loyal
13207,15,2,"250,26",5,2,2,522,Potential Loyalists
13208,59,5,"1193,17",3,4,4,344,At Risk
13209,30,8,"5891,61",4,4,5,445,Champions
13210,94,1,"353,48",2,1,2,212,Nearly Lost
13211,10,3,"1095,42",5,3,4,534,Loyal
13212,20,3,"786,83",4,3,3,433,Loyal
13213,57,5,"1520,58",3,4,4,344,At Risk
13216,268,1,"333,74",1,1,2,112,Nearly Lost
13217,122,3,"533,98",2,3,2,232,At Risk
13218,127,1,"62,64",2,1,1,211,Nearly Lost
13220,78,4,"819,29",2,3,3,233,At Risk
13221,240,2,"844,86",1,2,3,123,Sleeping
13223,200,2,"163,2",1,2,1,121,Nearly Lost
13224,60,2,"2097,27",3,2,4,324,At Risk
13225,3,6,"4066,32",5,4,5,545,Champions
13226,273,1,"108,21",1,1,1,111,Nearly Lost
13227,202,1,"257,7",1,1,2,112,Nearly Lost
13228,81,1,"358,0",2,1,2,212,Nearly Lost
13229,226,1,"160,95",1,1,1,111,Nearly Lost
13230,4,14,"2712,07",5,5,5,555,Champions
13232,13,7,"1327,75",5,4,4,544,Champions
13233,74,2,"605,12",3,2,3,323,At Risk
13235,212,1,"1031,07",1,1,4,114,Nearly Lost
13236,25,2,"744,85",4,2,3,423,Potential Loyalists
13238,17,4,"700,73",4,3,3,433,Loyal
13239,262,1,"329,56",1,1,2,112,Nearly Lost
13240,96,4,"648,7",2,3,3,233,At Risk
13242,112,3,"270,4",2,3,2,232,At Risk
13243,203,1,"585,12",1,1,3,113,Nearly Lost
13244,93,1,"121,74",2,1,1,211,Nearly Lost
13245,51,1,"430,5",3,1,2,312,Mass Customers
13246,18,6,"1613,52",4,4,4,444,Champions
13247,18,4,"501,12",4,3,2,432,Mass Customers
13248,125,2,"465,68",2,2,2,222,At Risk
13249,92,3,"406,13",2,3,2,232,At Risk
13253,157,2,"712,16",2,2,3,223,At Risk
13255,9,2,"399,51",5,2,2,522,Potential Loyalists
13258,12,3,"672,83",5,3,3,533,Loyal
13259,62,1,"283,18",3,1,2,312,Mass Customers
13260,61,1,"557,62",3,1,3,313,Nearly Lost
13261,269,2,"944,1",1,2,3,123,Sleeping
13262,263,1,"200,29",1,1,1,111,Nearly Lost
13263,1,34,"7411,71",5,5,5,555,Champions
13265,53,5,"1856,66",3,4,4,344,At Risk
13266,11,12,"3544,1",5,5,5,555,Champions
13267,3,19,"4521,49",5,5,5,555,Champions
13268,18,10,"3152,71",4,5,5,455,Champions
13269,1,15,"5343,28",5,5,5,555,Champions
13271,37,1,"211,49",3,1,1,311,Mass Customers
13272,31,2,"276,56",4,2,2,422,Potential Loyalists
13273,113,1,"138,98",2,1,1,211,Nearly Lost
13276,64,2,"590,93",3,2,3,323,At Risk
13277,16,4,"258,4",4,3,2,432,Mass Customers
13278,41,1,"542,73",3,1,2,312,Mass Customers
13279,78,1,"137,75",2,1,1,211,Nearly Lost
13280,122,3,"798,46",2,3,3,233,At Risk
13282,18,3,"1132,14",4,3,4,434,Loyal
13283,60,2,"93,66",3,2,1,321,Mass Customers
13284,331,1,"201,19",1,1,1,111,Nearly Lost
13285,23,4,"2709,12",4,3,5,435,Loyal
13291,156,1,"361,11",2,1,2,212,Nearly Lost
13292,39,2,"578,94",3,2,3,323,At Risk
13294,190,2,"873,74",1,2,3,123,Sleeping
13295,360,1,"201,2",1,1,1,111,Nearly Lost
13296,137,1,"87,4",2,1,1,211,Nearly Lost
13297,8,4,"2089,85",5,3,4,534,Loyal
13298,1,1,"360,0",5,1,2,512,Potential Loyalists
13299,268,1,"142,5",1,1,1,111,Nearly Lost
13300,169,1,"371,89",2,1,2,212,Nearly Lost
13301,104,4,"599,71",2,3,3,233,At Risk
13302,155,1,"63,75",2,1,1,211,Nearly Lost
13304,351,1,"300,42",1,1,2,112,Nearly Lost
13305,4,10,"2000,86",5,5,4,554,Champions
13307,120,1,"15,0",2,1,1,211,Nearly Lost
13308,23,3,"1325,03",4,3,4,434,Loyal
13309,7,5,"1456,79",5,4,4,544,Champions
13310,28,3,"1132,03",4,3,4,434,Loyal
13311,4,2,"598,57",5,2,3,523,Potential Loyalists
13313,22,5,"1555,32",4,4,4,444,Champions
13314,2,3,"775,94",5,3,3,533,Loyal
13316,37,4,"4275,41",3,3,5,335,At Risk
13317,66,6,"2273,68",3,4,4,344,At Risk
13318,1,3,"640,76",5,3,3,533,Loyal
13319,5,26,"10845,55",5,5,5,555,Champions
13320,78,4,"1532,2",2,3,4,234,At Risk
13321,72,2,"335,36",3,2,2,322,At Risk
13322,17,1,"199,48",4,1,1,411,Mass Customers
13323,3,5,"787,85",5,4,3,543,Loyal
13324,36,10,"4891,71",3,5,5,355,At Risk
13325,82,1,"675,3",2,1,3,213,Nearly Lost
13327,39,8,"3627,77",3,4,5,345,At Risk
13328,316,1,"1042,08",1,1,4,114,Nearly Lost
13329,32,2,"789,0",4,2,3,423,Potential Loyalists
13330,93,3,"1140,93",2,3,4,234,At Risk
13332,14,1,"350,9",5,1,2,512,Potential Loyalists
13334,82,3,"3502,32",2,3,5,235,At Risk
13336,77,1,"795,12",2,1,3,213,Nearly Lost
13338,158,1,"437,02",2,1,2,212,Nearly Lost
13339,201,1,"860,12",1,1,3,113,Nearly Lost
13340,45,7,"9371,04",3,4,5,345,At Risk
13341,261,1,"775,85",1,1,3,113,Nearly Lost
13343,178,1,"303,43",2,1,2,212,Nearly Lost
13344,68,3,"2221,69",3,3,4,334,At Risk
13345,288,1,"339,5",1,1,2,112,Nearly Lost
13347,70,1,"291,36",3,1,2,312,Mass Customers
13348,64,1,"233,76",3,1,1,311,Mass Customers
13349,11,1,"197,32",5,1,1,511,Mass Customers
13350,16,2,"879,12",4,2,3,423,Potential Loyalists
13351,66,1,"323,94",3,1,2,312,Mass Customers
13352,60,1,"347,98",3,1,2,312,Mass Customers
13354,71,1,"743,53",3,1,3,313,Nearly Lost
13355,122,1,"674,7",2,1,3,213,Nearly Lost
13356,80,1,"768,24",2,1,3,213,Nearly Lost
13357,257,1,"609,4",1,1,3,113,Nearly Lost
13358,269,1,"389,03",1,1,2,112,Nearly Lost
13359,64,1,"389,56",3,1,2,312,Mass Customers
13362,9,4,"3090,74",5,3,5,535,Loyal
13363,18,2,"892,5",4,2,3,423,Potential Loyalists
13364,71,1,"134,96",3,1,1,311,Mass Customers
13365,34,2,"2225,37",4,2,4,424,Potential Loyalists
13368,257,2,"573,4",1,2,3,123,Sleeping
13369,366,1,"258,28",1,1,2,112,Nearly Lost
13370,372,1,"754,87",1,1,3,113,Nearly Lost
13372,90,1,"328,64",2,1,2,212,Nearly Lost
13373,61,3,"3312,25",3,3,5,335,At Risk
13375,89,1,"778,65",2,1,3,213,Nearly Lost
13376,99,3,"869,76",2,3,3,233,At Risk
13379,26,3,"572,56",4,3,3,433,Loyal
13381,32,6,"3639,31",4,4,5,445,Champions
13382,281,1,"222,99",1,1,1,111,Nearly Lost
13384,31,7,"3720,25",4,4,5,445,Champions
13385,330,1,"534,57",1,1,2,112,Nearly Lost
13388,131,2,"677,1",2,2,3,223,At Risk
13389,11,3,"797,96",5,3,3,533,Loyal
13390,75,1,"544,08",3,1,2,312,Mass Customers
13391,204,1,"59,8",1,1,1,111,Nearly Lost
13394,2,8,"2515,22",5,4,5,545,Champions
13395,185,1,"297,16",1,1,2,112,Nearly Lost
13396,29,2,"1360,99",4,2,4,424,Potential Loyalists
13397,73,5,"1544,13",3,4,4,344,At Risk
13398,192,1,"457,34",1,1,2,112,Nearly Lost
13402,127,2,"621,23",2,2,3,223,At Risk
13403,18,1,"75,0",4,1,1,411,Mass Customers
13404,1,2,"252,49",5,2,2,522,Potential Loyalists
13405,204,2,"557,45",1,2,3,123,Sleeping
13408,2,62,"26581,68",5,5,5,555,Champions
13410,24,5,"1003,06",4,4,4,444,Champions
13411,107,1,"213,55",2,1,1,211,Nearly Lost
13414,134,2,"568,5",2,2,3,223,At Risk
13416,44,2,"712,5",3,2,3,323,At Risk
13417,5,2,"640,83",5,2,3,523,Potential Loyalists
13418,12,18,"5872,63",5,5,5,555,Champions
13419,64,1,"221,06",3,1,1,311,Mass Customers
13420,150,2,"159,85",2,2,1,221,Nearly Lost
13421,40,2,"1823,21",3,2,4,324,At Risk
13422,64,1,"2626,3",3,1,5,315,Nearly Lost
13425,108,3,"1624,21",2,3,4,234,At Risk
13426,1,10,"3641,32",5,5,5,555,Champions
13427,19,3,"582,6",4,3,3,433,Loyal
13428,10,1,"201,78",5,1,1,511,Mass Customers
13429,11,4,"1006,8",5,3,4,534,Loyal
13430,19,2,"674,65",4,2,3,423,Potential Loyalists
13431,67,2,"1269,1",3,2,4,324,At Risk
13434,74,2,"534,24",3,2,2,322,At Risk
13435,5,7,"3660,85",5,4,5,545,Champions
13436,2,1,"196,89",5,1,1,511,Mass Customers
13437,14,7,"3408,06",5,4,5,545,Champions
13439,255,1,"283,71",1,1,2,112,Nearly Lost
13441,92,1,"296,64",2,1,2,212,Nearly Lost
13447,23,3,"1129,14",4,3,4,434,Loyal
13448,17,6,"3534,69",4,4,5,445,Champions
13449,24,1,"291,88",4,1,2,412,Potential Loyalists
13450,27,6,"1940,04",4,4,4,444,Champions
13451,26,5,"2898,26",4,4,5,445,Champions
13453,166,2,"356,98",2,2,2,222,At Risk
13455,25,2,"1058,34",4,2,4,424,Potential Loyalists
13456,18,6,"1766,72",4,4,4,444,Champions
13458,7,14,"9646,57",5,5,5,555,Champions
13460,29,2,"183,44",4,2,1,421,Mass Customers
13461,39,3,"1445,0",3,3,4,334,At Risk
13462,253,1,"151,5",1,1,1,111,Nearly Lost
13464,58,1,"674,68",3,1,3,313,Nearly Lost
13466,184,1,"307,9",1,1,2,112,Nearly Lost
13467,11,2,"1071,91",5,2,4,524,Potential Loyalists
13468,2,37,"5704,97",5,5,5,555,Champions
13470,99,2,"165,0",2,2,1,221,Nearly Lost
13471,1,4,"2501,84",5,3,5,535,Loyal
13473,61,2,"422,64",3,2,2,322,At Risk
13474,236,1,"226,84",1,1,1,111,Nearly Lost
13475,191,4,"1431,78",1,3,4,134,Sleeping
13476,179,2,"988,47",2,2,3,223,At Risk
13477,38,6,"1454,58",3,4,4,344,At Risk
13479,201,2,"300,95",1,2,2,122,Sleeping
13481,46,5,"1804,56",3,4,4,344,At Risk
13482,232,1,"184,64",1,1,1,111,Nearly Lost
13483,66,1,"140,34",3,1,1,311,Mass Customers
13484,241,1,"313,8",1,1,2,112,Nearly Lost
13485,233,1,"454,24",1,1,2,112,Nearly Lost
13486,78,3,"1122,41",2,3,4,234,At Risk
13487,58,3,"575,4",3,3,3,333,At Risk
13488,17,13,"8968,31",4,5,5,455,Champions
13489,105,3,"291,12",2,3,2,232,At Risk
13491,52,10,"1215,82",3,5,4,354,At Risk
13492,136,3,"1269,84",2,3,4,234,At Risk
13493,275,2,"358,35",1,2,2,122,Sleeping
13494,312,1,"316,26",1,1,2,112,Nearly Lost
13495,8,5,"2044,87",5,4,4,544,Champions
13496,11,2,"653,33",5,2,3,523,Potential Loyalists
13497,283,2,"348,05",1,2,2,122,Sleeping
13499,18,5,"1047,75",4,4,4,444,Champions
13500,23,3,"1166,77",4,3,4,434,Loyal
13501,288,1,"1340,32",1,1,4,114,Nearly Lost
13502,17,3,"292,0",4,3,2,432,Mass Customers
13503,71,1,"216,85",3,1,1,311,Mass Customers
13504,64,1,"295,93",3,1,2,312,Mass Customers
13505,73,4,"4393,63",3,3,5,335,At Risk
13506,316,2,"458,52",1,2,2,122,Sleeping
13507,3,4,"2479,16",5,3,4,534,Loyal
13508,244,1,"110,97",1,1,1,111,Nearly Lost
13509,9,6,"829,84",5,4,3,543,Loyal
13510,1,4,"1791,56",5,3,4,534,Loyal
13512,261,1,"251,21",1,1,2,112,Nearly Lost
13513,127,1,"205,1",2,1,1,211,Nearly Lost
13514,74,1,"152,2",3,1,1,311,Mass Customers
13515,73,4,"891,12",3,3,3,333,At Risk
13516,21,3,"635,41",4,3,3,433,Loyal
13517,60,3,"2128,42",3,3,4,334,At Risk
13518,86,1,"627,16",2,1,3,213,Nearly Lost
13519,78,1,"122,75",2,1,1,211,Nearly Lost
13520,59,6,"3624,35",3,4,5,345,At Risk
13521,1,3,"1070,47",5,3,4,534,Loyal
13522,30,1,"125,8",4,1,1,411,Mass Customers
13523,33,5,"3634,88",4,4,5,445,Champions
13524,41,5,"680,18",3,4,3,343,At Risk
13525,15,2,"164,78",5,2,1,521,Mass Customers
13527,34,7,"2242,36",4,4,4,444,Champions
13529,79,2,"307,76",2,2,2,222,At Risk
13531,205,2,"483,8",1,2,2,122,Sleeping
13532,34,1,"210,31",4,1,1,411,Mass Customers
13533,183,3,"269,09",1,3,2,132,Sleeping
13534,2,25,"5870,08",5,5,5,555,Champions
13536,1,7,"3444,39",5,4,5,545,Champions
13538,43,7,"1280,85",3,4,4,344,At Risk
13539,86,3,"631,34",2,3,3,233,At Risk
13544,40,2,"276,06",3,2,2,322,At Risk
13546,12,3,"621,09",5,3,3,533,Loyal
13548,96,2,"678,16",2,2,3,223,At Risk
13549,26,7,"918,2",4,4,3,443,Loyal
13551,319,1,"91,8",1,1,1,111,Nearly Lost
13552,66,12,"3740,07",3,5,5,355,At Risk
13555,74,4,"4098,88",3,3,5,335,At Risk
13557,28,2,"584,06",4,2,3,423,Potential Loyalists
13558,6,4,"594,52",5,3,3,533,Loyal
13560,7,1,"171,42",5,1,1,511,Mass Customers
13561,216,1,"141,86",1,1,1,111,Nearly Lost
13562,82,3,"1799,33",2,3,4,234,At Risk
13563,84,2,"612,53",2,2,3,223,At Risk
13564,354,2,"1174,03",1,2,4,124,Sleeping
13565,19,2,"240,22",4,2,1,421,Mass Customers
13566,41,2,"856,84",3,2,3,323,At Risk
13568,173,1,"187,05",2,1,1,211,Nearly Lost
13569,17,2,"337,12",4,2,2,422,Potential Loyalists
13570,243,1,"239,49",1,1,1,111,Nearly Lost
13571,13,12,"2088,94",5,5,4,554,Champions
13572,206,1,"1384,25",1,1,4,114,Nearly Lost
13573,50,2,"267,21",3,2,2,322,At Risk
13575,23,5,"732,07",4,4,3,443,Loyal
13576,10,18,"6717,34",5,5,5,555,Champions
13577,25,4,"1687,6",4,3,4,434,Loyal
13579,15,2,"467,04",5,2,2,522,Potential Loyalists
13581,309,1,"118,0",1,1,1,111,Nearly Lost
13583,156,1,"781,03",2,1,3,213,Nearly Lost
13584,307,1,"142,4",1,1,1,111,Nearly Lost
13587,64,1,"712,4",3,1,3,313,Nearly Lost
13588,16,9,"2478,95",4,4,4,444,Champions
13589,15,2,"379,65",5,2,2,522,Potential Loyalists
13590,11,6,"1685,52",5,4,4,544,Champions
13591,65,3,"1117,13",3,3,4,334,At Risk
13592,36,4,"247,96",3,3,1,331,Mass Customers
13593,108,5,"2011,88",2,4,4,244,At Risk
13594,53,1,"396,97",3,1,2,312,Mass Customers
13596,6,2,"664,11",5,2,3,523,Potential Loyalists
13598,47,1,"160,04",3,1,1,311,Mass Customers
13599,1,21,"5149,92",5,5,5,555,Champions
13600,312,1,"219,52",1,1,1,111,Nearly Lost
13601,45,2,"693,32",3,2,3,323,At Risk
13602,65,1,"428,89",3,1,2,312,Mass Customers
13603,26,1,"164,34",4,1,1,411,Mass Customers
13606,29,3,"276,75",4,3,2,432,Mass Customers
13607,40,1,"675,51",3,1,3,313,Nearly Lost
13610,12,7,"1082,33",5,4,4,544,Champions
13611,89,3,"1154,4",2,3,4,234,At Risk
13614,24,4,"1585,46",4,3,4,434,Loyal
13615,319,1,"417,69",1,1,2,112,Nearly Lost
13617,40,3,"544,18",3,3,2,332,At Risk
13618,174,1,"177,34",2,1,1,211,Nearly Lost
13621,117,1,"209,85",2,1,1,211,Nearly Lost
13623,31,5,"727,74",4,4,3,443,Loyal
13626,253,1,"257,23",1,1,2,112,Nearly Lost
13627,59,5,"1433,03",3,4,4,344,At Risk
13629,23,11,"5715,36",4,5,5,455,Champions
13630,5,7,"1879,14",5,4,4,544,Champions
13631,100,11,"3070,42",2,5,5,255,At Risk
13632,25,5,"2118,93",4,4,4,444,Champions
13634,33,5,"1547,36",4,4,4,444,Champions
13635,68,1,"1071,03",3,1,4,314,Nearly Lost
13636,37,5,"949,12",3,4,3,343,At Risk
13637,52,3,"803,05",3,3,3,333,At Risk
13638,16,1,"122,64",4,1,1,411,Mass Customers
13639,74,1,"795,74",3,1,3,313,Nearly Lost
13642,216,1,"312,28",1,1,2,112,Nearly Lost
13643,31,3,"519,44",4,3,2,432,Mass Customers
13644,16,4,"2624,26",4,3,5,435,Loyal
13645,120,1,"252,1",2,1,2,212,Nearly Lost
13647,10,4,"1648,12",5,3,4,534,Loyal
13649,257,2,"346,6",1,2,2,122,Sleeping
13650,17,6,"1836,34",4,4,4,444,Champions
13651,40,1,"79,2",3,1,1,311,Mass Customers
13652,46,3,"1095,08",3,3,4,334,At Risk
13654,43,6,"2691,81",3,4,5,345,At Risk
13655,114,2,"932,97",2,2,3,223,At Risk
13656,165,2,"374,85",2,2,2,222,At Risk
13657,11,2,"382,14",5,2,2,522,Potential Loyalists
13658,10,5,"2639,17",5,4,5,545,Champions
13659,206,2,"1563,0",1,2,4,124,Sleeping
13662,86,3,"881,26",2,3,3,233,At Risk
13663,179,1,"189,47",2,1,1,211,Nearly Lost
13666,60,3,"84,65",3,3,1,331,Mass Customers
13667,149,1,"299,05",2,1,2,212,Nearly Lost
13668,3,21,"6106,31",5,5,5,555,Champions
13669,51,2,"213,75",3,2,1,321,Mass Customers
13670,75,1,"349,7",3,1,2,312,Mass Customers
13672,301,2,"186,39",1,2,1,121,Nearly Lost
13673,19,2,"387,44",4,2,2,422,Potential Loyalists
13675,151,2,"486,82",2,2,2,222,At Risk
13678,152,1,"210,52",2,1,1,211,Nearly Lost
13680,1,4,"3719,12",5,3,5,535,Loyal
13681,18,4,"827,83",4,3,3,433,Loyal
13682,187,1,"59,5",1,1,1,111,Nearly Lost
13684,286,1,"65,13",1,1,1,111,Nearly Lost
13685,3,4,"20,92",5,3,1,531,Mass Customers
13686,183,1,"72,0",1,1,1,111,Nearly Lost
13689,63,1,"910,0",3,1,3,313,Nearly Lost
13690,59,1,"172,25",3,1,1,311,Mass Customers
13692,25,3,"1488,32",4,3,4,434,Loyal
13694,4,47,"38774,14",5,5,5,555,Champions
13695,31,15,"2504,13",4,5,5,455,Champions
13697,39,1,"151,3",3,1,1,311,Mass Customers
13699,155,1,"308,58",2,1,2,212,Nearly Lost
13700,26,10,"2248,63",4,5,4,454,Champions
13703,318,1,"99,5",1,1,1,111,Nearly Lost
13704,5,9,"2308,06",5,4,4,544,Champions
13705,8,3,"546,86",5,3,2,532,Mass Customers
13706,303,1,"330,79",1,1,2,112,Nearly Lost
13707,267,2,"806,41",1,2,3,123,Sleeping
13708,271,1,"283,33",1,1,2,112,Nearly Lost
13709,4,13,"6307,65",5,5,5,555,Champions
13710,32,1,"180,48",4,1,1,411,Mass Customers
13711,219,2,"252,06",1,2,2,122,Sleeping
13712,247,1,"228,84",1,1,1,111,Nearly Lost
13715,281,5,"1077,39",1,4,4,144,Sleeping
13716,269,1,"138,28",1,1,1,111,Nearly Lost
13717,32,6,"1410,77",4,4,4,444,Champions
13718,246,2,"306,55",1,2,2,122,Sleeping
13719,15,5,"1041,68",5,4,4,544,Champions
13720,117,4,"720,7",2,3,3,233,At Risk
13721,36,1,"524,14",3,1,2,312,Mass Customers
13722,132,3,"2314,93",2,3,4,234,At Risk
13723,217,1,"199,85",1,1,1,111,Nearly Lost
13725,50,8,"1980,56",3,4,4,344,At Risk
13726,39,2,"1079,66",3,2,4,324,At Risk
13727,29,2,"333,48",4,2,2,422,Potential Loyalists
13728,37,6,"1016,14",3,4,4,344,At Risk
13730,136,2,"752,6",2,2,3,223,At Risk
13731,219,2,"610,59",1,2,3,123,Sleeping
13732,28,1,"491,86",4,1,2,412,Potential Loyalists
13735,25,4,"2883,54",4,3,5,435,Loyal
13736,5,2,"729,8",5,2,3,523,Potential Loyalists
13737,200,1,"339,6",1,1,2,112,Nearly Lost
13739,18,1,"216,9",4,1,1,411,Mass Customers
13740,241,1,"350,75",1,1,2,112,Nearly Lost
13741,72,3,"668,43",3,3,3,333,At Risk
13742,17,12,"3107,87",4,5,5,455,Champions
13743,3,7,"991,8",5,4,3,543,Loyal
13744,95,2,"1038,76",2,2,4,224,At Risk
13745,162,1,"300,04",2,1,2,212,Nearly Lost
13747,374,1,"79,6",1,1,1,111,Nearly Lost
13748,96,5,"948,25",2,4,3,243,At Risk
13750,54,5,"1647,26",3,4,4,344,At Risk
13751,288,1,"296,25",1,1,2,112,Nearly Lost
13752,124,6,"1175,38",2,4,4,244,At Risk
13753,288,1,"741,26",1,1,3,113,Nearly Lost
13754,152,2,"282,6",2,2,2,222,At Risk
13755,4,9,"2107,16",5,4,4,544,Champions
13756,2,14,"4619,52",5,5,5,555,Champions
13758,12,7,"3130,07",5,4,5,545,Champions
13759,33,2,"659,41",4,2,3,423,Potential Loyalists
13760,54,2,"286,79",3,2,2,322,At Risk
13761,50,2,"1070,65",3,2,4,324,At Risk
13762,219,1,"306,72",1,1,2,112,Nearly Lost
13763,63,1,"1714,96",3,1,4,314,Nearly Lost
13764,71,3,"1516,42",3,3,4,334,At Risk
13767,2,37,"15389,96",5,5,5,555,Champions
13769,2,10,"2796,51",5,5,5,555,Champions
