invoice,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
572216,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,21.10.2011 12:56,"1,95",16015.0,United Kingdom
565781,23209,LUNCH BAG VINTAGE DOILY ,20,06.09.2011 15:34,"1,65",13098.0,United Kingdom
537160,22694,WICKER STAR ,3,05.12.2010 13:18,"2,1",14161.0,United Kingdom
580880,20704,MR ROBOT SOFT TOY,16,06.12.2011 12:19,"1,95",14121.0,United Kingdom
561645,23169,CLASSIC GLASS COOKIE JAR,6,28.07.2011 15:16,"4,15",14911.0,EIRE
578026,48111,DOORMAT 3 SMILEY CATS,2,22.11.2011 13:29,"8,25",17659.0,United Kingdom
542115,21213,PACK OF 72 SKULL CAKE CASES,1,25.01.2011 14:01,"2,08",,United Kingdom
579539,23172,REGENCY TEA PLATE PINK,12,30.11.2011 10:06,"1,65",14911.0,EIRE
541830,84598,BOYS ALPHABET IRON ON PATCHES,7,21.01.2011 17:09,"0,42",,United Kingdom
567200,21212,PACK OF 72 RETROSPOT CAKE CASES,24,19.09.2011 10:15,"0,55",16460.0,United Kingdom
564835,82483,WOOD 2 DRAWER CABINET WHITE FINISH,4,30.08.2011 12:31,"6,95",,United Kingdom
561894,22662,LUNCH BAG DOLLY GIRL DESIGN,1,31.07.2011 15:00,"1,65",14456.0,United Kingdom
543909,22858,EASTER TIN KEEPSAKE,6,14.02.2011 12:32,"1,45",,United Kingdom
553180,15056BL,EDWARDIAN PARASOL BLACK,1,15.05.2011 11:35,"5,95",16466.0,United Kingdom
570652,21817,GLITTER CHRISTMAS TREE,36,11.10.2011 13:45,"0,39",17863.0,United Kingdom
558475,22178,VICTORIAN GLASS HANGING T-LIGHT,1,29.06.2011 15:58,"2,46",,United Kingdom
539958,85132A,CHARLIE + LOLA BISCUITS TINS,3,23.12.2010 13:26,"8,47",,United Kingdom
559691,21918,SET 12 KIDS COLOUR  CHALK STICKS,24,11.07.2011 15:52,"0,42",13089.0,United Kingdom
559055,90181B,AMETHYST GLASS/SHELL/PEARL NECKLACE,1,05.07.2011 17:09,"9,15",,United Kingdom
540953,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,12.01.2011 13:16,"0,42",14587.0,United Kingdom
569846,22174,PHOTO CUBE,12,06.10.2011 13:42,"1,65",13422.0,United Kingdom
580115,22385,JUMBO BAG SPACEBOY DESIGN,3,01.12.2011 16:22,"4,13",,United Kingdom
544339,22699,ROSES REGENCY TEACUP AND SAUCER ,6,18.02.2011 09:04,"2,95",15228.0,United Kingdom
545105,22899,CHILDREN'S APRON DOLLY GIRL ,12,28.02.2011 11:58,"2,1",12598.0,France
C543611,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,10.02.2011 14:38,"4,95",17850.0,United Kingdom
548522,20761,BLUE PAISLEY SKETCHBOOK,1,31.03.2011 16:43,"7,46",,United Kingdom
562377,23178,JAM CLOCK MAGNET,2,04.08.2011 15:04,"2,89",14535.0,United Kingdom
C541863,21231,SWEETHEART CERAMIC TRINKET BOX,-9,23.01.2011 16:08,"1,06",13798.0,United Kingdom
553657,20975,12 PENCILS SMALL TUBE RED RETROSPOT,1,18.05.2011 11:28,"0,65",14583.0,United Kingdom
577300,21306,SET/4 DAISY MIRROR MAGNETS,24,18.11.2011 12:53,"0,29",16924.0,United Kingdom
575135,23153,ZINC SWEETHEART WIRE LETTER RACK,4,08.11.2011 14:49,"3,75",13928.0,United Kingdom
552310,20669,RED HEART LUGGAGE TAG,3,08.05.2011 15:22,"1,25",17323.0,United Kingdom
558751,22993,SET OF 4 PANTRY JELLY MOULDS,12,03.07.2011 11:26,"1,25",16009.0,United Kingdom
537265,79000,MOROCCAN TEA GLASS,12,06.12.2010 11:26,"0,85",15919.0,United Kingdom
C545997,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,08.03.2011 14:35,"9,95",12679.0,France
550470,22241,GARLAND WOODEN HAPPY EASTER,4,18.04.2011 13:49,"2,46",,United Kingdom
564056,22192,BLUE DINER WALL CLOCK,1,22.08.2011 14:13,"8,5",14387.0,United Kingdom
538071,22732,3D VINTAGE CHRISTMAS STICKERS ,1,09.12.2010 14:09,"2,51",,United Kingdom
572885,22677,FRENCH BLUE METAL DOOR SIGN 2,4,26.10.2011 13:45,"1,25",15311.0,United Kingdom
575906,22813,PACK 3 BOXES BIRD PANNETONE ,1,11.11.2011 15:50,"1,95",,United Kingdom
546306,35914,PINK CHICK EGG WARMER + EGG CUP,2,10.03.2011 16:16,"0,83",,United Kingdom
538208,22110,BIRD HOUSE HOT WATER BOTTLE,1,10.12.2010 11:39,"2,55",14037.0,United Kingdom
543801,22358,KINGS CHOICE TEA CADDY ,1,13.02.2011 11:52,"2,95",17811.0,United Kingdom
567304,23406,HOME SWEET HOME KEY HOLDER,1,19.09.2011 13:27,"6,25",14704.0,United Kingdom
565331,21972,SET OF 36 DINOSAUR PAPER DOILIES,1,02.09.2011 13:59,"1,45",16674.0,United Kingdom
567094,23251,VINTAGE RED ENAMEL TRIM MUG ,1,16.09.2011 12:54,"1,25",16924.0,United Kingdom
571441,22620,4 TRADITIONAL SPINNING TOPS,2,17.10.2011 13:31,"2,46",14096.0,United Kingdom
575875,21871,SAVE THE PLANET MUG,1,11.11.2011 13:06,"3,29",,United Kingdom
577160,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,18.11.2011 10:05,"1,65",16134.0,United Kingdom
572908,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,26.10.2011 15:47,"1,45",15835.0,United Kingdom
536623,22815,CARD PSYCHEDELIC APPLES,24,02.12.2010 10:39,"0,42",15601.0,United Kingdom
539333,22507,MEMO BOARD RETROSPOT  DESIGN,4,17.12.2010 09:52,"4,95",13627.0,United Kingdom
542420,22348,TEA BAG PLATE RED RETROSPOT,6,27.01.2011 18:05,"0,85",17180.0,United Kingdom
554375,22817,CARD SUKI BIRTHDAY,12,24.05.2011 11:29,"0,42",18044.0,United Kingdom
541104,84078A,SET/4 WHITE RETRO STORAGE CUBES ,1,13.01.2011 14:29,"74,96",,United Kingdom
536876,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,6,03.12.2010 11:36,"1,84",,United Kingdom
546486,15058A,BLUE POLKADOT GARDEN PARASOL,1,14.03.2011 11:41,"7,95",15039.0,United Kingdom
578074,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,4,22.11.2011 16:06,"0,29",17590.0,United Kingdom
539492,22616,PACK OF 12 LONDON TISSUES ,1,20.12.2010 10:14,"0,85",,United Kingdom
560856,23311,VINTAGE CHRISTMAS STOCKING ,6,21.07.2011 13:06,"2,55",16607.0,United Kingdom
575324,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,09.11.2011 13:45,"8,95",14240.0,United Kingdom
578270,22644,CERAMIC CHERRY CAKE MONEY BANK,1,23.11.2011 13:39,"3,29",14096.0,United Kingdom
573564,22582,PACK OF 6 SWEETIE GIFT BOXES,6,31.10.2011 13:58,"2,55",16127.0,United Kingdom
566033,22865,HAND WARMER OWL DESIGN,4,08.09.2011 13:07,"2,1",16031.0,United Kingdom
554098,22627,MINT KITCHEN SCALES,2,22.05.2011 13:01,"8,5",14769.0,United Kingdom
557324,85053,FRENCH ENAMEL CANDLEHOLDER,1,20.06.2011 09:41,"4,13",,United Kingdom
544323,22616,PACK OF 12 LONDON TISSUES ,1,17.02.2011 15:51,"0,83",,United Kingdom
562114,22886,NUMBER TILE VINTAGE FONT 7,1,02.08.2011 16:14,"4,13",,United Kingdom
537434,22621,TRADITIONAL KNITTING NANCY,2,06.12.2010 16:57,"1,45",,United Kingdom
537852,22197,SMALL POPCORN HOLDER,13,08.12.2010 15:56,"0,85",17340.0,United Kingdom
567878,22367,CHILDRENS APRON SPACEBOY DESIGN,1,22.09.2011 14:42,"1,95",16910.0,United Kingdom
572762,22584,PACK OF 6 PANNETONE GIFT BOXES,6,26.10.2011 09:50,"2,55",15240.0,United Kingdom
537434,20975,12 PENCILS SMALL TUBE RED RETROSPOT,7,06.12.2010 16:57,"1,28",,United Kingdom
541827,90187B,GREEN DROP EARRINGS W BEAD CLUSTER,1,21.01.2011 17:05,"3,32",,United Kingdom
565583,22847,BREAD BIN DINER STYLE IVORY,1,05.09.2011 12:41,"16,95",12816.0,Poland
542629,22629,SPACEBOY LUNCH BOX ,24,31.01.2011 09:57,"1,95",12731.0,France
580880,23559,WOODLAND BUNNIES LOLLY MAKERS,12,06.12.2011 12:19,"2,08",14121.0,United Kingdom
562902,22847,BREAD BIN DINER STYLE IVORY,1,10.08.2011 12:41,"16,95",13925.0,United Kingdom
571508,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,12,17.10.2011 15:27,"1,25",,United Kingdom
575383,22295,HEART FILIGREE DOVE LARGE,12,09.11.2011 15:17,"1,65",15986.0,United Kingdom
579141,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,28.11.2011 13:06,"1,25",17019.0,United Kingdom
542102,22938,CUPCAKE LACE PAPER SET 6,24,25.01.2011 13:26,"1,95",12744.0,Singapore
581164,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,07.12.2011 14:34,"12,75",14395.0,United Kingdom
575059,23334,IVORY WICKER HEART SMALL,1,08.11.2011 12:25,"0,63",14071.0,United Kingdom
548191,46776F,WOVEN ROSE GARDEN CUSHION COVER ,2,29.03.2011 15:20,"4,13",,United Kingdom
572330,85014A,BLACK/BLUE POLKADOT UMBRELLA,1,24.10.2011 10:17,"5,95",16426.0,United Kingdom
538349,90030B,RED KUKUI COCONUT SEED NECKLACE,1,10.12.2010 14:59,"5,94",,United Kingdom
577355,23172,REGENCY TEA PLATE PINK,12,18.11.2011 15:53,"1,65",14911.0,EIRE
560209,22308,TEA COSY BLUE STRIPE,2,15.07.2011 14:05,"2,55",15004.0,United Kingdom
540093,22117,METAL SIGN HER DINNER IS SERVED ,2,04.01.2011 15:24,"2,95",16725.0,United Kingdom
569246,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,1,03.10.2011 09:57,"2,46",14096.0,United Kingdom
536531,22727,ALARM CLOCK BAKELIKE RED ,9,01.12.2010 13:23,"3,75",15485.0,United Kingdom
571716,22150,3 STRIPEY MICE FELTCRAFT,1,18.10.2011 17:05,"4,13",,United Kingdom
565231,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,02.09.2011 09:26,"2,46",,United Kingdom
541596,72741,GRAND CHOCOLATECANDLE,9,19.01.2011 16:19,"1,45",17602.0,United Kingdom
558774,21993,FLORAL FOLK STATIONERY SET,2,04.07.2011 10:17,"2,46",,United Kingdom
580395,22509,SEWING BOX RETROSPOT DESIGN ,4,04.12.2011 10:56,"3,95",17629.0,United Kingdom
553175,21209,MULTICOLOUR HONEYCOMB FAN,1,15.05.2011 11:17,"1,65",,United Kingdom
566557,21770,OPEN CLOSED METAL SIGN,36,13.09.2011 11:47,"4,25",14646.0,Netherlands
536876,22251,BIRDHOUSE DECORATION MAGIC GARDEN,1,03.12.2010 11:36,"2,51",,United Kingdom
559330,90214A,"LETTER ""A"" BLING KEY RING",6,07.07.2011 15:44,"1,25",17696.0,United Kingdom
578016,23395,BELLE JARDINIERE CUSHION COVER,2,22.11.2011 13:02,"3,75",14506.0,United Kingdom
539103,21348,PINK SPOTS CHOCOLATE NESTING BOXES ,24,16.12.2010 10:38,"2,55",16985.0,United Kingdom
569037,23236,STORAGE TIN VINTAGE DOILY ,2,30.09.2011 10:45,"2,89",13263.0,United Kingdom
543466,22481,BLACK TEA TOWEL CLASSIC DESIGN,12,08.02.2011 14:34,"1,25",16713.0,United Kingdom
550321,22273,FELTCRAFT DOLL MOLLY,2,17.04.2011 12:49,"2,95",16770.0,United Kingdom
572553,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,24.10.2011 17:09,"5,79",,United Kingdom
543166,22846,BREAD BIN DINER STYLE RED ,1,04.02.2011 08:27,"16,95",13488.0,United Kingdom
571477,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,17.10.2011 14:54,"1,49",12794.0,Portugal
574072,22138,BAKING SET 9 PIECE RETROSPOT ,12,02.11.2011 14:58,"4,95",15414.0,United Kingdom
577857,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,22.11.2011 11:21,"2,08",13499.0,United Kingdom
569545,22457,NATURAL SLATE HEART CHALKBOARD ,1,04.10.2011 16:37,"5,79",,United Kingdom
546753,20969,RED FLORAL FELTCRAFT SHOULDER BAG,2,16.03.2011 13:00,"3,75",16383.0,United Kingdom
577485,23263,SET OF 3 WOODEN HEART DECORATIONS,2,20.11.2011 11:56,"1,25",16360.0,United Kingdom
566572,20969,RED FLORAL FELTCRAFT SHOULDER BAG,4,13.09.2011 12:52,"3,75",13488.0,United Kingdom
570087,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,4,07.10.2011 11:26,"4,13",,United Kingdom
543013,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,02.02.2011 13:35,"1,46",,United Kingdom
562272,22807,SET OF 6 T-LIGHTS TOADSTOOLS,6,04.08.2011 08:18,"2,95",12971.0,United Kingdom
581498,22193,RED DINER WALL CLOCK,1,09.12.2011 10:26,"16,63",,United Kingdom
572652,23545,WRAP RED VINTAGE DOILY,25,25.10.2011 12:11,"0,42",15805.0,United Kingdom
570236,22417,PACK OF 60 SPACEBOY CAKE CASES,1,09.10.2011 14:45,"0,55",,United Kingdom
562371,22625,RED KITCHEN SCALES,2,04.08.2011 14:30,"8,5",13709.0,United Kingdom
576840,23422,PANTRY HOOK BALLOON WHISK ,1,16.11.2011 15:23,"4,13",,United Kingdom
567852,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,216,22.09.2011 13:21,"3,39",18102.0,United Kingdom
572669,23291,DOLLY GIRL CHILDRENS CUP,4,25.10.2011 13:10,"1,25",16549.0,United Kingdom
572457,21931,JUMBO STORAGE BAG SUKI,20,24.10.2011 12:44,"2,08",12594.0,Italy
567935,22197,POPCORN HOLDER,12,22.09.2011 18:07,"0,85",13320.0,United Kingdom
559506,22211,WOOD STAMP SET FLOWERS,2,08.07.2011 15:17,"0,83",,United Kingdom
544434,90214C,"LETTER ""C"" BLING KEY RING",1,18.02.2011 16:12,"0,83",,United Kingdom
563557,22637,PIGGY BANK RETROSPOT ,6,17.08.2011 13:33,"2,55",15786.0,United Kingdom
544599,22974,CHILDRENS DOLLY GIRL MUG,1,21.02.2011 18:15,"3,29",,United Kingdom
572553,22148,EASTER CRAFT 4 CHICKS ,1,24.10.2011 17:09,"4,13",,United Kingdom
576090,82580,BATHROOM METAL SIGN,96,14.11.2011 08:56,"0,92",17450.0,United Kingdom
575177,85212,MINI PAINTED GARDEN DECORATION ,4,08.11.2011 18:41,"1,63",,United Kingdom
549933,22804,CANDLEHOLDER PINK HANGING HEART,6,13.04.2011 11:04,"2,95",15230.0,United Kingdom
579512,90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,2,29.11.2011 16:47,"3,73",,United Kingdom
574717,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,06.11.2011 14:35,"8,95",18170.0,United Kingdom
564434,22671,FRENCH LAUNDRY SIGN BLUE METAL,12,25.08.2011 11:59,"1,65",14687.0,United Kingdom
551657,22776,SWEETHEART CAKESTAND 3 TIER,2,03.05.2011 12:12,"9,95",14911.0,EIRE
559863,20676,RED RETROSPOT BOWL,12,13.07.2011 10:33,"1,25",15039.0,United Kingdom
564837,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,11,30.08.2011 12:40,"7,46",,United Kingdom
543812,21790,VINTAGE SNAP CARDS,1,13.02.2011 14:40,"0,85",17472.0,United Kingdom
553691,23256,CHILDRENS CUTLERY SPACEBOY ,2,18.05.2011 14:08,"4,15",15311.0,United Kingdom
581238,21944,KITTENS DESIGN FLANNEL,1,08.12.2011 10:53,"1,63",,United Kingdom
552229,22759,SET OF 3 NOTEBOOKS IN PARCEL,3,06.05.2011 15:40,"3,29",,United Kingdom
561394,22698,PINK REGENCY TEACUP AND SAUCER,3,27.07.2011 10:10,"2,95",17315.0,United Kingdom
548983,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,05.04.2011 12:30,"1,25",16906.0,United Kingdom
559032,23080,RED METAL BOX TOP SECRET,2,05.07.2011 14:53,"8,25",17511.0,United Kingdom
546254,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,10.03.2011 14:45,"1,25",14727.0,United Kingdom
579559,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,30.11.2011 11:30,"2,08",16764.0,United Kingdom
548176,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,29.03.2011 14:20,"2,55",13439.0,United Kingdom
548792,22297,HEART IVORY TRELLIS SMALL,1,04.04.2011 12:42,"1,25",14711.0,United Kingdom
574891,21666,RIDGED GLASS T-LIGHT HOLDER,6,07.11.2011 14:28,"0,65",14606.0,United Kingdom
546896,15058C,ICE CREAM DESIGN GARDEN PARASOL,1,17.03.2011 18:24,"24,96",,United Kingdom
574076,90200A,PURPLE SWEETHEART BRACELET,1,02.11.2011 15:38,"4,15",,United Kingdom
551719,21917,SET 12 KIDS  WHITE CHALK STICKS,2,03.05.2011 16:09,"0,83",,United Kingdom
577337,22736,RIBBON REEL MAKING SNOWMEN ,1,18.11.2011 14:51,"1,65",15494.0,United Kingdom
575303,23344,JUMBO BAG 50'S CHRISTMAS ,6,09.11.2011 12:34,"2,08",12893.0,United Kingdom
581256,20727,LUNCH BAG  BLACK SKULL.,8,08.12.2011 11:21,"4,96",,United Kingdom
555401,22845,VINTAGE CREAM CAT FOOD CONTAINER,32,02.06.2011 17:51,"5,55",14088.0,United Kingdom
537769,22834,HAND WARMER BABUSHKA DESIGN,1,08.12.2010 12:17,"2,1",15021.0,United Kingdom
537434,21723,ALPHABET HEARTS STICKER SHEET,1,06.12.2010 16:57,"1,66",,United Kingdom
566949,23358,HOT STUFF HOT WATER BOTTLE,1,15.09.2011 16:32,"7,46",,United Kingdom
564481,POST,POSTAGE,3,25.08.2011 13:33,15,12464.0,Belgium
567656,21154,RED RETROSPOT OVEN GLOVE ,1,21.09.2011 14:40,"2,46",14096.0,United Kingdom
569887,21484,CHICK GREY HOT WATER BOTTLE,4,06.10.2011 15:28,"4,25",13882.0,United Kingdom
559436,16259,PIECE OF CAMO STATIONERY SET,58,08.07.2011 12:18,"0,08",15901.0,United Kingdom
571716,22695,WICKER WREATH SMALL,3,18.10.2011 17:05,"3,29",,United Kingdom
578072,23068,ALUMINIUM STAMPED HEART,4,22.11.2011 16:02,"2,49",17759.0,United Kingdom
579196,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,2,28.11.2011 15:54,"3,29",14096.0,United Kingdom
562586,22470,HEART OF WICKER LARGE,6,07.08.2011 14:33,"2,95",16066.0,United Kingdom
561632,22026,BANQUET BIRTHDAY  CARD  ,24,28.07.2011 14:30,"0,42",15639.0,United Kingdom
577078,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,17.11.2011 15:17,"3,29",,United Kingdom
578258,22113,GREY HEART HOT WATER BOTTLE,1,23.11.2011 13:01,"4,25",13263.0,United Kingdom
576618,85099F,JUMBO BAG STRAWBERRY,1,15.11.2011 17:00,"4,13",,United Kingdom
559338,21864,UNION JACK FLAG PASSPORT COVER ,1,07.07.2011 16:30,"1,63",,United Kingdom
580304,23319,BOX OF 6 MINI 50'S CRACKERS,4,02.12.2011 14:25,"2,49",18055.0,United Kingdom
544271,21245,GREEN POLKADOT PLATE ,8,17.02.2011 11:46,"1,69",17083.0,United Kingdom
C579785,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,30.11.2011 15:29,"2,95",12584.0,Italy
578146,23341,PINK DINER WALL CLOCK,1,23.11.2011 11:07,"8,5",13742.0,United Kingdom
546383,21232,STRAWBERRY CERAMIC TRINKET BOX,12,11.03.2011 12:54,"1,25",13654.0,United Kingdom
566495,21576,LETS GO SHOPPING COTTON TOTE BAG,3,13.09.2011 11:14,"2,25",15529.0,United Kingdom
544461,22675,FRENCH KITCHEN SIGN BLUE METAL,24,20.02.2011 14:08,"1,25",13744.0,United Kingdom
575477,23559,WOODLAND BUNNIES LOLLY MAKERS,1,09.11.2011 16:14,"4,13",,United Kingdom
567303,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,19.09.2011 13:20,"2,95",17613.0,United Kingdom
557528,22485,SET OF 2 WOODEN MARKET CRATES,2,21.06.2011 09:49,"12,75",17159.0,United Kingdom
564510,21992,VINTAGE PAISLEY STATIONERY SET,12,25.08.2011 14:42,"1,25",14194.0,United Kingdom
546538,82580,BATHROOM METAL SIGN,12,14.03.2011 14:51,"0,55",16327.0,United Kingdom
576339,84926F,PSYCHEDELIC TILE COASTER,4,14.11.2011 15:27,"2,46",14096.0,United Kingdom
576840,84378,SET OF 3 HEART COOKIE CUTTERS,2,16.11.2011 15:23,"2,46",,United Kingdom
558561,22624,IVORY KITCHEN SCALES,4,30.06.2011 13:25,"8,5",13742.0,United Kingdom
573870,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,01.11.2011 12:25,"2,95",14485.0,United Kingdom
540247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,05.01.2011 15:56,"2,95",15464.0,United Kingdom
551517,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,01.05.2011 11:14,"1,65",16931.0,United Kingdom
570521,22865,HAND WARMER OWL DESIGN,12,11.10.2011 10:43,"2,1",12371.0,Switzerland
547556,21328,BALLOONS  WRITING SET ,3,23.03.2011 16:45,"1,65",17250.0,United Kingdom
C578355,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,-3,24.11.2011 10:13,"1,25",14397.0,United Kingdom
578125,23232,WRAP VINTAGE LEAF DESIGN,25,23.11.2011 10:31,"0,42",17511.0,United Kingdom
573763,48184,DOORMAT ENGLISH ROSE ,10,01.11.2011 09:56,"7,08",17139.0,United Kingdom
574741,22420,LIPSTICK PEN BABY PINK,2,06.11.2011 16:13,"0,42",15993.0,United Kingdom
558475,21981,PACK OF 12 WOODLAND TISSUES ,1,29.06.2011 15:58,"0,83",,United Kingdom
575917,22866,HAND WARMER SCOTTY DOG DESIGN,12,11.11.2011 16:57,"2,1",13895.0,United Kingdom
553148,21949,SET OF 6 STRAWBERRY CHOPSTICKS,10,13.05.2011 14:09,"1,25",,Hong Kong
580727,22726,ALARM CLOCK BAKELIKE GREEN,11,05.12.2011 17:17,"7,46",14096.0,United Kingdom
551301,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,27.04.2011 14:49,"4,95",17675.0,United Kingdom
568491,23300,GARDENERS KNEELING PAD CUP OF TEA ,2,27.09.2011 11:58,"1,65",15443.0,United Kingdom
574681,22550,HOLIDAY FUN LUDO,4,06.11.2011 12:41,"3,75",15156.0,United Kingdom
547069,22232,JIGSAW TOADSTOOLS 3 PIECE,2,20.03.2011 13:52,"1,65",16710.0,United Kingdom
574669,20724,RED RETROSPOT CHARLOTTE BAG,10,06.11.2011 12:16,"0,85",13727.0,United Kingdom
578347,20725,LUNCH BAG RED RETROSPOT,2,24.11.2011 09:26,"4,13",,United Kingdom
537351,85214,TUB 24 PINK FLOWER PEGS,1,06.12.2010 12:23,"1,65",16898.0,United Kingdom
558107,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,26.06.2011 15:09,"8,5",17811.0,United Kingdom
569474,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,04.10.2011 12:39,"2,95",14178.0,United Kingdom
565841,22348,TEA BAG PLATE RED RETROSPOT,1,07.09.2011 12:04,"1,63",,United Kingdom
575847,22632,HAND WARMER RED RETROSPOT,12,11.11.2011 12:07,"2,1",18209.0,United Kingdom
536539,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,01.12.2010 14:03,"7,95",15165.0,United Kingdom
573902,23408,PHOTO FRAME LINEN AND LACE SMALL,6,01.11.2011 14:51,"2,08",17428.0,United Kingdom
568794,23242,TREASURE TIN BUFFALO BILL ,6,29.09.2011 10:10,"2,08",17447.0,United Kingdom
562199,20713,JUMBO BAG OWLS,3,03.08.2011 12:20,"2,08",12748.0,United Kingdom
576329,22698,PINK REGENCY TEACUP AND SAUCER,1,14.11.2011 15:22,"5,79",,United Kingdom
568137,22179,SET 10 NIGHT OWL LIGHTS,6,25.09.2011 10:34,"6,75",12488.0,France
538524,22502,PICNIC BASKET WICKER SMALL,2,13.12.2010 09:35,"8,47",,United Kingdom
546994,21877,HOME SWEET HOME MUG,144,18.03.2011 13:20,"1,06",16684.0,United Kingdom
554842,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,26.05.2011 18:17,"1,65",14740.0,United Kingdom
558336,20724,RED RETROSPOT CHARLOTTE BAG,20,28.06.2011 13:17,"0,85",14364.0,United Kingdom
560018,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,1,14.07.2011 12:52,"0,42",15987.0,United Kingdom
565409,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,04.09.2011 11:15,"3,75",16761.0,United Kingdom
541592,85129D,BEADED CRYSTAL HEART PINK SMALL,2,19.01.2011 15:08,"2,46",,United Kingdom
572760,22176,BLUE OWL SOFT TOY,12,26.10.2011 08:30,"2,95",16225.0,United Kingdom
561686,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,29.07.2011 08:29,"2,95",13148.0,United Kingdom
576840,23661,MILK MAIDS MUG ,1,16.11.2011 15:23,"4,13",,United Kingdom
580119,22616,PACK OF 12 LONDON TISSUES ,12,01.12.2011 16:37,"0,39",17920.0,United Kingdom
556636,21088,SET/6 FRUIT SALAD PAPER CUPS,2,13.06.2011 15:30,"0,83",,United Kingdom
567190,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,19.09.2011 09:14,"3,29",18226.0,United Kingdom
576840,23236,STORAGE TIN VINTAGE DOILY ,1,16.11.2011 15:23,"5,79",,United Kingdom
571682,23355,HOT WATER BOTTLE KEEP CALM,1,18.10.2011 14:00,"4,95",14179.0,United Kingdom
560538,22961,JAM MAKING SET PRINTED,24,19.07.2011 12:19,"1,45",16128.0,United Kingdom
559930,21980,PACK OF 12 RED RETROSPOT TISSUES ,24,14.07.2011 09:22,"0,29",17738.0,United Kingdom
558767,21452,TOADSTOOL MONEY BOX,2,03.07.2011 13:27,"2,95",13833.0,United Kingdom
553878,22469,HEART OF WICKER SMALL,40,19.05.2011 14:56,"1,45",14733.0,United Kingdom
559817,22280,POCKET BAG PINK PAISELY BROWN SPOT,5,12.07.2011 16:20,"0,83",,United Kingdom
537395,21175,GIN + TONIC DIET METAL SIGN,2,06.12.2010 14:05,"2,1",15356.0,United Kingdom
541265,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,16.01.2011 16:23,"1,95",17609.0,United Kingdom
569849,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,12,06.10.2011 13:49,"1,65",15264.0,United Kingdom
C558112,82482,WOODEN PICTURE FRAME WHITE FINISH,-2,26.06.2011 16:08,"2,55",17114.0,United Kingdom
579471,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,29.11.2011 15:08,"12,46",,United Kingdom
579559,21899,GARAGE KEY FOB,1,30.11.2011 11:30,"0,65",16764.0,United Kingdom
538999,22423,REGENCY CAKESTAND 3 TIER,16,15.12.2010 12:09,"10,95",16003.0,United Kingdom
